batch,tier,slug,words,dup_pct,title,src
21,T4,kromleh-sila-solntsa-na-zemle,688,92,"Кромлех — Сила Солнца на Земле",https://jalita.com/guidebook/crimea/kromlex.shtml
21,T4,panea-skala,572,92,"Панеа, скала",https://jalita.com/big_yalta/simeiz/panea.shtml
21,T4,pochvy-rastitelnost-i-zhivotnyj-mir-chatyrdagskoj-yajly,436,92,"Почвы, растительность и животный мир Чатырдагской Яйлы",https://jalita.com/big_yalta/forest/chatyr-dag_nature.shtml
21,T4,villa-mechta,433,92,"Вилла Мечта",https://jalita.com/big_yalta/simeiz/villa_mechta.shtml
22,T4,syuyuryu-kaya-skala,371,92,"Сююрю-Кая, скала",https://jalita.com/big_yalta/forest/suuru-kaya.shtml
22,T4,imenie-haraks,999,91,"Имение Харакс",https://jalita.com/big_yalta/mishor/charax.shtml
22,T4,opolznevoe,940,91,"Оползневое",https://jalita.com/big_yalta/simeiz/opolznevoe.shtml
22,T4,zemletryasenie-1927-goda-v-alushte,822,91,"Землетрясение 1927 года в Алуште",https://jalita.com/guidebook/crimea/earthquake_alushta.shtml
22,T4,nikitskaya-rasselina-2,802,91,"Никитская расселина",https://jalita.com/big_yalta/nikita/rasselina.shtml
22,T4,koreiz,718,91,"Кореиз",https://jalita.com/big_yalta/mishor/koreiz.shtml
22,T4,yaltinskij-port,611,91,"Ялтинский порт",https://jalita.com/big_yalta/yalta/port.shtml
22,T4,krymskoe-zemletryasenie-1927-goda,498,91,"Крымское землетрясение 1927 года",https://jalita.com/guidebook/crimea/earthquake_1927.shtml
22,T4,pamyatnik-yulianu-semenovu,464,91,"Памятник Юлиану Семенову",https://jalita.com/big_yalta/yalta/pamyatnik_yulianu_semenovu.shtml
22,T4,ognennye-yavleniya-na-chernom-more-kipenie-morya,406,91,"Огненные явления на Черном море («кипение моря»)",https://jalita.com/guidebook/crimea/earthquake_sea.shtml
23,T4,chasovnya-na-naberezhnoj-yalty,367,91,"Часовня на набережной Ялты",https://jalita.com/big_yalta/yalta/chapel.shtml
23,T4,speleoturizm-v-krymu,320,91,"Спелеотуризм в Крыму",https://jalita.com/guidebook/crimea/speleoturizm.shtml
23,T4,zapovednik-mys-martyan,1573,90,"Заповедник Мыс Мартьян",https://jalita.com/big_yalta/nikita/forest_martyan.shtml
23,T4,gryazevye-vulkany-kryma,667,90,"Грязевые вулканы Крыма",https://jalita.com/guidebook/crimea/sopki.shtml
23,T4,magobi-gora,655,90,"Магоби, гора",https://jalita.com/big_yalta/yalta/mogabi.shtml
23,T4,muhalatka-sanatornoe-melas,570,90,"Мухалатка (Санаторное, Мелас)",https://jalita.com/big_yalta/simeiz/muhalatka.shtml
23,T4,efirmaslo-nauchno-proizvodstvennoe-obedinenie,542,90,"«Эфирмасло», научно-производственное объединение",https://jalita.com/guidebook/crimea/efirmaslo.shtml
23,T4,chehovskij-sad,466,90,"Чеховский сад",https://jalita.com/big_yalta/chehov/garden.shtml
23,T4,issledovanie-zmeinoj-peshhery,457,90,"Исследование Змеиной пещеры",https://jalita.com/guidebook/cave_crimea/snake_research.shtml
23,T4,pushkinskij-kiparis,301,90,"Пушкинский кипарис",https://jalita.com/big_yalta/gurzuf/pushkin_cypres.shtml
24,T4,shahta-im-v-g-eny,261,90,"Шахта им. В. Г. Ены",https://jalita.com/guidebook/cave_crimea/eny.shtml
24,T4,prisoedinenie-kryma-k-rossii-v-2014-godu,1403,89,"Присоединение Крыма к России в 2014 году",https://jalita.com/guidebook/crimea/accession_to_russia_2014.shtml
24,T4,marshruty-v-uch-kosh,1080,89,"Маршруты в Уч-Кош",https://jalita.com/big_yalta/yalta/uch-kosh_path.shtml
24,T4,geologiya-i-buhty-geraklejskogo-poluostrova,950,89,"Геология и бухты Гераклейского полуострова",https://jalita.com/guidebook/crimea/gerakleiskiy_geology.shtml
24,T4,kil-v-meditsine,848,89,"Кил в медицине",https://jalita.com/guidebook/crimea/kil_medicine.shtml
24,T4,aj-todor-mys,737,89,"Ай-Тодор, мыс",https://jalita.com/big_yalta/swallow_nest/ai-todor.shtml
24,T4,taraktashskaya-tropa,684,89,"Таракташская тропа",https://jalita.com/big_yalta/yalta/taraktash_path.shtml
24,T4,gruppa-peshher-eni-sala,543,89,"Группа пещер Ени-Сала",https://jalita.com/guidebook/cave_crimea/eni-sala.shtml
24,T4,angarskij-pereval,522,89,"Ангарский перевал",https://jalita.com/big_yalta/road/angarskiy_pass.shtml
24,T4,issledovanie-adzhimushkajskih-kamenolomen,460,89,"Исследование Аджимушкайских каменоломен",https://jalita.com/guidebook/crimea/adjimushkay_research.shtml
25,T4,villa-elena,401,89,"Вилла «Елена»",https://jalita.com/big_yalta/yalta/villa_elena.shtml
25,T4,kupalni-roffe,261,89,"Купальни Роффе",https://jalita.com/big_yalta/yalta/roffe.shtml
25,T4,griby-v-krymu,923,88,"Грибы в Крыму",https://jalita.com/guidebook/crimea/fungi.shtml
25,T4,massandra,789,88,"Массандра",https://jalita.com/big_yalta/massandra/index.shtml
25,T4,gory-nad-kastropolem,710,88,"Горы над Кастрополем",https://jalita.com/big_yalta/kastropol/kastropol_mountin.shtml
25,T4,usadba-mordvinova-horoshaya-pustosh,702,88,"Усадьба Мордвинова («Хорошая пустошь»)",https://jalita.com/big_yalta/yalta/mordvinov.shtml
25,T4,sedam-kaya-orlinyj-zalet,511,88,"Седам-Кая (Орлиный залет)",https://jalita.com/big_yalta/forest/sedam-kaya.shtml
25,T4,skelskie-mengiry,445,88,"Скельские менгиры",https://jalita.com/big_yalta/simeiz/skelsk_menhir.shtml
25,T4,imenie-murad-avur-ispolnenie-zhelanij,336,88,"Имение «Мурад-Авур» («Исполнение желаний»)",https://jalita.com/big_yalta/mishor/murad-avur_cottage.shtml
25,T4,villa-kseniya,259,88,"Вилла Ксения",https://jalita.com/big_yalta/simeiz/villa_kseniya.shtml
26,T4,krymskie-gory,1830,87,"Крымские горы",https://jalita.com/guidebook/crimea/mountain.shtml
26,T4,kastropol,1177,87,"Кастрополь",https://jalita.com/big_yalta/kastropol/index.shtml
26,T4,eni-sala-2-koj,939,87,"Ени-Сала 2 (Кой)",https://jalita.com/guidebook/cave_crimea/eni-sala-2.shtml
26,T4,samoletostroenie-v-krymu,708,87,"Самолетостроение в Крыму",https://jalita.com/guidebook/crimea/air.shtml
26,T4,ekaterininskie-mili-2,601,87,"Екатерининские мили",https://jalita.com/guidebook/crimea/ekatirina_mile.shtml
26,T4,sopochnaya-gryaz,522,87,"Сопочная грязь",https://jalita.com/guidebook/crimea/mud.shtml
26,T4,vasilevka,430,87,"Васильевка",https://jalita.com/big_yalta/yalta/vasilievka.shtml
26,T4,nikita-poselok,428,87,"Никита, поселок",https://jalita.com/big_yalta/nikita/nikita.shtml
26,T4,gora-koshka-2,374,87,"Гора Кошка",https://jalita.com/big_yalta/simeiz/mountain_cat.shtml
26,T4,villa-bolshoj-bogdan-n-n-bogdanova,339,87,"Вилла «Большой Богдан» Н. Н. Богданова",https://jalita.com/big_yalta/simeiz/villa_big_bogdan.shtml
27,T4,pansion-n-k-aleksandrova-dolnika,302,87,"Пансион Н. К. Александрова-Дольника",https://jalita.com/big_yalta/simeiz/villa_dolnikova.shtml
27,T4,villa-belyj-lebed-ampir,281,87,"Вилла «Белый лебедь» (Ампир)",https://jalita.com/big_yalta/simeiz/villa_ampir.shtml
27,T4,villa-shlee-hajal,265,87,"Вилла Шлее «Хайал»",https://jalita.com/big_yalta/simeiz/villa_shlee.shtml
27,T4,istoriya-nikitskogo-botanicheskogo-sada,1878,86,"История Никитского ботанического сада",https://jalita.com/big_yalta/nikita/nbc_history.shtml
27,T4,roman-kosh,762,86,"Роман-Кош",https://jalita.com/big_yalta/gurzuf/roman-kosh.shtml
27,T4,hrustalnyj-dvorets,641,86,"Хрустальный дворец",https://jalita.com/big_yalta/simeiz/simeiz_dvorec.shtml
27,T4,ponizovka,639,86,"Понизовка",https://jalita.com/big_yalta/simeiz/ponizovka.shtml
27,T4,a-m-gorkij-v-krymu,572,86,"А. М. Горький в Крыму",https://jalita.com/guidebook/crimea/gorky.shtml
27,T4,tash-koj-kamennaya-derevnya,518,86,"Таш-Кой (Каменная деревня)",https://jalita.com/big_yalta/simeiz/tash-koi.shtml
27,T4,poseleniya-bojki,423,86,"Поселения Бойки",https://jalita.com/big_yalta/forest/boika_villages.shtml
28,T4,villa-divo-dacha-semenova,291,86,"Вилла «Диво» (дача Семенова)",https://jalita.com/big_yalta/simeiz/villa_divo.shtml
28,T4,krym-obshhie-svedeniya,1301,85,"Крым. Общие сведения",https://jalita.com/guidebook/crimea/total_information.shtml
28,T4,krymbalskij-kamen-izvestnyak,783,85,"Крымбальский камень (известняк)",https://jalita.com/guidebook/crimea/krymbalskij_kamen.shtml
28,T4,rimskaya-doroga-kalendskaya-tropa,740,85,"Римская дорога (Календская тропа)",https://jalita.com/big_yalta/simeiz/kalendskaya_path.shtml
28,T4,adzhimushkajskie-kamenolomni,723,85,"Аджимушкайские каменоломни",https://jalita.com/guidebook/crimea/adjimushkay.shtml
28,T4,imenie-baryatinskih-selbillyar-kiparisovaya-roshha,409,85,"Имение Барятинских, Сельбилляр (Кипарисовая роща)",https://jalita.com/big_yalta/yalta/selbiar.shtml
28,T4,reka-auzun-uzen,339,85,"Река Аузун-Узень",https://jalita.com/guidebook/river/auzun-uzen.shtml
28,T4,shtangeevskaya-tropa,301,85,"Штангеевская тропа",https://jalita.com/big_yalta/yalta/shtangeev_path.shtml
28,T4,uzenbashskaya-tropa-po-otrogu-iograf-i-nagoryu,985,84,"Узенбашская тропа (по отрогу Иограф и нагорью)",https://jalita.com/big_yalta/yalta/uzenbashskaya_path.shtml
28,T4,krymskie-zemletryaseniya,925,84,"Крымские землетрясения",https://jalita.com/guidebook/crimea/earthquake.shtml
29,T4,massiv-bojka,877,84,"Массив Бойка",https://jalita.com/big_yalta/forest/boika.shtml
29,T4,pamyatniki-na-pole-alminskogo-srazheniya,852,84,"Памятники на поле Альминского сражения",https://jalita.com/guidebook/crimea/alma_monuments.shtml
29,T4,krymskoe-hanstvo,817,84,"Крымское ханство",https://jalita.com/guidebook/crimea/crimean_khanate.shtml
29,T4,shajtan-koba,323,84,"Шайтан-Коба",https://jalita.com/guidebook/crimea/shaitan_koba.shtml
29,T4,villa-kameya,271,84,"Вилла «Камея»",https://jalita.com/big_yalta/simeiz/villa_kameya.shtml
29,T4,bazarov-aleksandr-ivanovich,250,84,"Базаров Александр Иванович",https://jalita.com/big_yalta/nikita/bazarov_a_i.shtml
29,T4,arabatskaya-strelka-kosa,1152,83,"Арабатская стрелка (коса)",https://jalita.com/guidebook/crimea/arabat.shtml
29,T4,sivash-ili-gniloe-more,943,83,"Сиваш или Гнилое море",https://jalita.com/guidebook/crimea/sivash.shtml
29,T4,bulganakskie-sopki,564,83,"Булганакские сопки",https://jalita.com/guidebook/crimea/bulganakskie.shtml
29,T4,dzhanike-hanym,552,83,"Джанике-ханым",https://jalita.com/guidebook/cave/djanikee.shtml
30,T4,at-bash-gora,412,83,"Ат-Баш, гора",https://jalita.com/big_yalta/simeiz/at-bash.shtml
30,T4,beshujskie-kopi,888,82,"Бешуйские копи",https://jalita.com/big_yalta/forest/beshui.shtml
30,T4,romanovskaya-doroga,880,82,"Романовская дорога",https://jalita.com/big_yalta/road/roman_road.shtml
30,T4,najdennye-v-krymu-klady,803,82,"Найденные в Крыму клады",https://jalita.com/guidebook/crimea/treasure.shtml
30,T4,tavry,636,82,"Тавры",https://jalita.com/guidebook/crimea/tavry.shtml
30,T4,krymskaya-gornaya-trollejbusnaya-trassa,621,82,"Крымская горная троллейбусная трасса",https://jalita.com/big_yalta/road/trolleybus_route.shtml
30,T4,alminskoe-srazhenie,601,82,"Альминское сражение",https://jalita.com/guidebook/crimea/alma_battle.shtml
30,T4,katsiveli,545,82,"Кацивели",https://jalita.com/big_yalta/simeiz/kaciveli.shtml
30,T4,ushhele-uch-kosh,516,82,"Ущелье Уч-Кош",https://jalita.com/big_yalta/yalta/uch-kosh.shtml
30,T4,zhanna-de-lya-mott-afera-veka,408,82,"Жанна де ля Мотт. Афера века",https://jalita.com/big_yalta/gurzuf/swindle.shtml
31,T4,kaskadnaya-peshhera-shahta,352,82,"Каскадная пещера/шахта",https://jalita.com/guidebook/cave_crimea/kaskadnaya.shtml
31,T4,kemal-egerek,331,82,"Кемаль-Эгерек",https://jalita.com/big_yalta/forest/kemal-egerek.shtml
31,T4,suuk-koba,313,82,"Суук-Коба",https://jalita.com/guidebook/cave_crimea/suuk-koba.shtml
31,T4,krymskij-zapovednik,870,81,"Крымский заповедник",https://jalita.com/big_yalta/forest/index.shtml
31,T4,solnechnaya-tropa-tsarskaya-tropa,830,81,"Солнечная тропа (Царская тропа)",https://jalita.com/big_yalta/livadia/royal_path.shtml
31,T4,tyulpany-v-krymu,767,81,"Тюльпаны в Крыму",https://jalita.com/guidebook/crimea/tulips.shtml
31,T4,sandyk-kaya-gora,731,81,"Сандык-Кая, гора",https://jalita.com/big_yalta/simeiz/sandyk-kaya.shtml
31,T4,lev-nikolaevich-tolstoj-v-gaspre,578,81,"Лев Николаевич Толстой в Гаспре",https://jalita.com/big_yalta/mishor/gaspra_tolstoi.shtml
31,T4,bezdonnaya-peshhera-kolodets,428,81,"Бездонная пещера/колодец",https://jalita.com/guidebook/cave_crimea/bezdonnaya.shtml
31,T4,armyanskaya-tserkov-v-yalte,355,81,"Армянская церковь в Ялте",https://jalita.com/big_yalta/yalta/armyan_church.shtml
32,T4,alternativnaya-energetika,1050,80,"Альтернативная энергетика",https://jalita.com/guidebook/crimea/alternative_energy.shtml
32,T4,istoriya-issledovaniya-peshhery-mar-hosar-marchenko,835,80,"История исследования пещеры Мар-Хосар (Марченко)",https://jalita.com/guidebook/cave_crimea/marchenko_history.shtml
32,T4,issledovanie-kosmosa-v-krymu,812,80,"Исследование космоса в Крыму",https://jalita.com/guidebook/crimea/space.shtml
32,T4,krymskie-nazvaniya-v-parizhe,810,80,"Крымские названия в Париже",https://jalita.com/guidebook/crimea/name_paris.shtml
32,T4,tavricheskaya-uchyonaya-arhivnaya-komissiya-tuak,750,80,"Таврическая учёная архивная комиссия (ТУАК)",https://jalita.com/guidebook/crimea/tuak.shtml
32,T4,krasnyj-kamen-skala,718,80,"Красный камень, скала",https://jalita.com/big_yalta/gurzuf/geography_4.shtml
32,T4,chernorechenskij-kanon,612,80,"Чернореченский каньон",https://jalita.com/big_yalta/simeiz/chernorechensk_canyon.shtml
32,T4,istoriya-veloturizma-v-krymu,468,80,"История велотуризма в Крыму",https://jalita.com/guidebook/crimea/velo_history.shtml
32,T4,ivanenkovskij-partizanskij-aerodrom,388,80,"Иваненковский партизанский аэродром",https://jalita.com/guidebook/crimea/dolgoruk-yayla_aerodrome.shtml
32,T4,shaan-kaya-gora,361,80,"Шаан-Кая, гора",https://jalita.com/big_yalta/alupka/shaan-kaya.shtml
33,T4,kil,759,79,"Кил",https://jalita.com/guidebook/crimea/kil.shtml
33,T4,yuzhnyj-bereg-kryma,673,79,"Южный берег Крыма",https://jalita.com/guidebook/crimea/ybk.shtml
33,T4,k-peshhere-syundyurlyu-koba,653,79,"К пещере Сюндюрлю-Коба",https://jalita.com/guidebook/cave_crimea/sundurlu-koba_path.shtml
33,T4,vanny-molodosti-v-krymu,628,79,"Ванны молодости в Крыму",https://jalita.com/guidebook/crimea/vanna_molodosti.shtml
33,T4,chajnyj-domik,443,79,"Чайный домик",https://jalita.com/big_yalta/forest/teahouse.shtml
33,T4,hory-na-geraklejskom-poluostrove,341,79,"Хоры на Гераклейском полуострове",https://jalita.com/guidebook/crimea/gerakleiskiy_hora.shtml
33,T4,kanony-v-krymu,321,79,"Каньоны в Крыму",https://jalita.com/guidebook/crimea/canyons.shtml
33,T4,partizanskij-aerodrom,854,78,"Партизанский аэродром",https://jalita.com/guidebook/crimea/karabi-yayla_aerodrome.shtml
33,T4,dokolonizatsionnyj-period-geraklejskogo-poluostrova,731,78,"Доколонизационный период Гераклейского полуострова",https://jalita.com/guidebook/crimea/gerakleiskiy_dokolon.shtml
33,T4,hajtarma,719,78,"Хайтарма",https://jalita.com/guidebook/crimea/haitarma.shtml
34,T4,fiziko-himicheskie-svojstva-kila,695,78,"Физико-химические свойства кила",https://jalita.com/guidebook/crimea/kil_property.shtml
34,T4,otrog-limen-burun,456,78,"Отрог Лимен-Бурун",https://jalita.com/big_yalta/swallow_nest/limena-burun.shtml
34,T4,batiliman-urochishhe,368,78,"Батилиман, урочище",https://jalita.com/big_yalta/laspi/batiliman.shtml
34,T4,5-samyh-zagadochnyh-nenajdennyh-kladov,356,78,"5 самых загадочных ненайденных кладов",https://jalita.com/guidebook/crimea/treasure_notfound.shtml
34,T4,oreanda,305,78,"Ореанда",https://jalita.com/big_yalta/oreanda/index.shtml
34,T4,tropa-kurchatova,353,77,"Тропа Курчатова",https://jalita.com/big_yalta/oreanda/tropa_kurchatova.shtml
34,T4,skala-diva-2,345,77,"Скала Дива",https://jalita.com/big_yalta/simeiz/rock_diva.shtml
34,T4,partizanskaya-rechka,1155,76,"Партизанская речка",https://jalita.com/guidebook/legends/partizan_river.shtml
34,T4,efiromaslichnoe-proizvodstvo-v-krymu,857,76,"Эфиромасличное производство в Крыму",https://jalita.com/guidebook/crimea/efir_branch.shtml
34,T4,tsarskij-kurgan,603,76,"Царский курган",https://jalita.com/guidebook/crimea/tsar_barrow.shtml
35,T4,gryazevoj-vulkan-dzhau-tepe,495,76,"Грязевой вулкан Джау-Тепе",https://jalita.com/guidebook/crimea/djau-tepe.shtml
35,T4,dzhenevez-kaya-skala,280,76,"Дженевез-Кая, скала",https://jalita.com/big_yalta/gurzuf/djenevez-kaya.shtml
35,T4,gde-v-krymu-pokatatsya-na-sankah-lyzhah-i-snoubordah,751,75,"Где в Крыму покататься на санках, лыжах и сноубордах?",https://jalita.com/guidebook/crimea/snow_ski.shtml
35,T4,peshhery-gory-basman,697,75,"Пещеры горы Басман",https://jalita.com/big_yalta/forest/basman_cave.shtml
35,T4,progulka-na-goru-koshka,669,75,"Прогулка на гору Кошка",https://jalita.com/big_yalta/simeiz/path_cat.shtml
35,T4,yaltinskij-luk,623,75,"Ялтинский лук",https://jalita.com/guidebook/crimea/yalta_onion.shtml
35,T4,kazachya-veha,477,75,"Казачья веха",https://jalita.com/big_yalta/oreanda/kazak_veha.shtml
35,T4,efirnoe-maslo-kryma,474,75,"Эфирное масло Крыма",https://jalita.com/guidebook/crimea/efir_oil.shtml
35,T4,glavnaya-gryada-krymskih-gor,666,74,"Главная гряда Крымских гор",https://jalita.com/guidebook/crimea/main_range.shtml
35,T4,krasnokamenka-2,587,74,"Краснокаменка",https://jalita.com/big_yalta/gurzuf/krasnokamenka.shtml
36,T4,ilyas-kaya-gora,472,74,"Ильяс-Кая, гора",https://jalita.com/big_yalta/laspi/ilyas-kaya.shtml
36,T4,parkovoe,442,74,"Парковое",https://jalita.com/big_yalta/simeiz/parkovoe.shtml
36,T4,hram-treh-vsadnikov,395,74,"Храм Трех всадников",https://jalita.com/guidebook/cave/eski-kermen_tri_vsadnika.shtml
36,T4,polyana-kermen-na-gore-basman,330,74,"Поляна Кермен на горе Басман",https://jalita.com/big_yalta/forest/basman_kermen.shtml
36,T4,aj-todorskij-mayak,844,73,"Ай-Тодорский маяк",https://jalita.com/big_yalta/swallow_nest/lighthouse.shtml
36,T4,gaspra,596,73,"Гаспра",https://jalita.com/big_yalta/mishor/gaspra.shtml
36,T4,syuyuryu-kaya,390,73,"Сююрю-Кая",https://jalita.com/big_yalta/forest/suuru-kaya_climber.shtml
36,T4,parad-hrizantem-v-nikitskom-botanicheskom-sadu,275,73,"Парад хризантем в Никитском ботаническом саду",https://jalita.com/big_yalta/nikita/chrysanthemum.shtml
36,T4,urochishhe-besh-tekne,268,73,"Урочище Беш-Текне",https://jalita.com/big_yalta/forest/besh-tekne.shtml
36,T4,mys-sarych-2,497,72,"Мыс Сарыч",https://jalita.com/big_yalta/simeiz/sarych.shtml
37,T4,mishor-koreiz-gaspra,875,71,"Мисхор, Кореиз, Гаспра",https://jalita.com/big_yalta/mishor/index.shtml
37,T4,izvestnye-gorozhane-yalty,789,70,"Известные горожане Ялты",https://jalita.com/big_yalta/yalta/culturalworkers.shtml
37,T4,soldatskaya-shahta,512,70,"Солдатская шахта",https://jalita.com/guidebook/cave_crimea/soldatskaya.shtml
37,T4,klimat-arabatskoj-strelki,445,70,"Климат Арабатской стрелки",https://jalita.com/guidebook/crimea/arabat_climate.shtml
37,T4,aj-nikola-gora,417,70,"Ай-Никола, гора",https://jalita.com/big_yalta/oreanda/ai-nikola.shtml
37,T4,studencheskaya-shahta,371,70,"Студенческая шахта",https://jalita.com/guidebook/cave_crimea/stud.shtml
37,T4,besedka-vetrov-2,561,69,"Беседка ветров",https://jalita.com/big_yalta/gurzuf/wind_rotonda.shtml
37,T4,stoyanki-pervobytnogo-cheloveka-shan-koba-i-fatma-koba,490,69,"Стоянки первобытного человека Шан-Коба и Фатьма-Коба",https://jalita.com/big_yalta/simeiz/shan-koba.shtml
37,T4,derekojka-reka,467,69,"Дерекойка, река",https://jalita.com/big_yalta/yalta/derekoika.shtml
37,T4,skelskaya-peshhera-2,422,69,"Скельская пещера",https://jalita.com/big_yalta/simeiz/skelsk_cave.shtml
38,T4,poleznye-iskopaemye-kryma,1450,68,"Полезные ископаемые Крыма",https://jalita.com/guidebook/crimea/minerals.shtml
38,T4,shhepinskij-askold-aleksandrovich,675,67,"Щепинский, Аскольд Александрович",https://jalita.com/guidebook/crimea/schepinskiy.shtml
38,T4,geraklejskij-poluostrov,306,67,"Гераклейский полуостров",https://jalita.com/guidebook/crimea/gerakleiskiy.shtml
38,T4,balanyn-kayasy,456,66,"Баланын-Каясы",https://jalita.com/big_yalta/yalta/balanyn-kayasy.shtml
38,T4,bolshoj-buzluk,283,66,"Большой Бузлук",https://jalita.com/guidebook/cave_crimea/buzluk.shtml
38,T4,avunda-avinda-gora,312,64,"Авунда (Авинда), гора",https://jalita.com/big_yalta/gurzuf/gurzufskaya_dolina.shtml
38,T4,karabi-yajla-2,835,62,"Караби-яйла",https://jalita.com/guidebook/crimea/karabi-yayla.shtml
38,T4,ifigeniya-skala,370,62,"Ифигения, скала",https://jalita.com/big_yalta/simeiz/ifigeniya.shtml
38,T4,livadiya,1008,58,"Ливадия",https://jalita.com/big_yalta/livadia/index.shtml
38,T4,prirodnye-dostoprimechatelnosti,575,55,"Природные достопримечательности",https://jalita.com/big_yalta/parki.shtml
39,T4,hram-hrista-spasitelya,308,55,"Храм Христа-Спасителя",https://jalita.com/big_yalta/forest/boika_temple.shtml
39,T4,kurshlyuk-ubezhishha-na-bojke,259,55,"Куршлюк — убежища на Бойке",https://jalita.com/big_yalta/forest/boika_kurshluk.shtml
39,T4,drevnosti-dolgorukovskoj-yajly,963,53,"Древности Долгоруковской яйлы",https://jalita.com/guidebook/crimea/dolgoruk-yayla_ancient.shtml
39,T4,lodochniki,350,45,"Лодочники",https://jalita.com/big_yalta/yalta/boatman.shtml
39,T4,kurgan-slavy,424,44,"Курган Славы",https://jalita.com/guidebook/crimea/partisan.shtml
39,T4,verhnij-kastropol-i-skala-ifigeniya,434,36,"Верхний Кастрополь и скала Ифигения",https://jalita.com/big_yalta/simeiz/ifigeniya.shtml
39,T4,pirodnye-dostoprimechatelnosti,656,28,"Пиродные достопримечательности",https://jalita.com/big_yalta/nikita/rasselina.shtml
39,T4,prirodnye-dostoprimechatelnosti-mysa-aj-todor,428,24,"Природные достопримечательности мыса Ай-тодор",https://jalita.com/big_yalta/swallow_nest/ai-todor.shtml
39,T4,zmeinaya-peshhera-grot,522,20,"Змеиная пещера (грот)",https://jalita.com/guidebook/cave_crimea/snake_cave.shtml
39,T4,mys-ajya,520,17,"Мыс Айя",https://jalita.com/big_yalta/simeiz/aiya.shtml
40,T4,rasteniya-nikitskogo-botanicheskogo-sada,437,9,"Растения Никитского ботанического сада",https://jalita.com/big_yalta/nikita/plants.shtml
40,T4,angar-bogaz-angarskij-pereval,297,1,"Ангар-Богаз (Ангарский перевал)",https://jalita.com/guidebook/bakhchisaray/svitskiy_korpus.shtml
40,T4,velotury-v-krymu,2636,0,"Велотуры в Крыму",
40,T4,tamozhnya-ukrainy,1107,0,"Таможня Украины",
40,T4,pravila-peresecheniya-granitsy-ukrainy,1069,0,"Правила пересечения границы Украины",
40,T4,peshie-tury-v-krymu,995,0,"Треккинг или пешеходные туры в Крыму",
40,T4,neobychnye-mesta-v-krymu,768,0,"Необычные места в Крыму, которые стоит посетить, самые интересные",
40,T4,multiaktivnye-tury-po-krymu,748,0,"Мультиактивные туры по Крыму",
40,T4,gora-paragilmen,679,0,"Гора Парагильмен",
40,T4,istoriko-kraevedcheskij-muzej-goroda-saki,654,0,"Историко-краеведческий музей города Саки",
41,T4,hram-ilii-proroka-v-solnechnoj-doline,537,0,"Храм Илии Пророка в Солнечной Долине",
41,T4,inkermanskij-peshhernyj-monastyr,537,0,"Инкерманский пещерный монастырь",
41,T4,hram-pokrova-presvyatoj-bogoroditsy,511,0,"Храм Покрова Пресвятой Богородицы",
41,T4,vglub-zmeinoj-peshhery,434,0,"Вглубь Змеиной пещеры",
41,T4,urochishhe-ayazma,425,0,"Урочище Аязьма",
41,T4,mys-alchak,419,0,"Мыс Алчак",
41,T4,vanna-molodosti-kara-gol,410,0,"Ванна молодости Кара-Голь",
41,T4,gora-roman-kosh,390,0,"Гора Роман-Кош",
41,T4,bashnya-choban-kule,389,0,"Башня Чобан-Куле",
41,T4,zamok-kyz-kule,378,0,"Замок Кыз-Куле",
42,T4,skala-svidanij,376,0,"Скала свиданий",
42,T4,hram-donatorov,373,0,"Храм Донаторов",
42,T4,peshhernyj-monastyr-shuldan,372,0,"Пещерный монастырь Шулдан",
42,T4,kiziltashskij-muzhskoj-monastyr,370,0,"Кизилташский мужской монастырь",
42,T4,skala-biyuk-isar,368,0,"Скала Биюк-Исар",
42,T4,alminskij-memorial,360,0,"Альминский мемориал",
42,T4,devlet-saraj,358,0,"Девлет-Сарай",
42,T4,gora-perchem,355,0,"Гора Перчем",
42,T4,svyato-uspenskij-peshhernyj-monastyr-v-krymu,875,0,"Свято-Успенский пещерный монастырь в Бахчисарае: что смотреть",
42,T4,krym-kurortnyj,350,0,"Крым курортный",https://jalita.com/big_yalta/mishor/dulber.shtml
43,T4,echki-dag,345,0,"Эчки-Даг",
43,T4,tri-religii,334,0,"Обзорная экскурсия по Бахчисараю в Крыму с хорошей ценой и отзывами",
43,T4,hram-arhangelov-mihaila-i-gavriila,333,0,"Храм Архангелов Михаила и Гавриила",
43,T4,mys-meganom,324,0,"Мыс Меганом",
43,T4,balka-sotera,316,0,"Балка Сотера",
43,T4,gora-kastel,312,0,"Гора Кастель",
43,T4,taraktash,302,0,"Таракташ",
43,T4,gora-aj-georgij,298,0,"Гора Ай-Георгий",
43,T4,fontan-rahil,291,0,"Фонтан Рахиль",
43,T4,skala-parus,290,0,"Скала Парус",
44,T4,gora-bakatash,287,0,"Гора Бакаташ",
44,T4,kuchuk-kojskij-opolzen,283,0,"Кучук-Койский оползень",
44,T4,dom-muzej-shampanskih-vin-v-novom-svete,280,0,"Дом-музей шампанских вин в Новом Свете",
44,T4,ak-kaya,275,0,"Ак-Кая",
44,T4,safari-progulki-na-vnedorozhnikah-i-dzhipah-po-krymu-v-2020,275,0,"Сафари прогулки на внедорожниках и джипах по Крыму в 2026",
44,T4,mavzolej-abdel-aziz-babaa,267,0,"Мавзолей Абдель-Азиз-Бабаа",
44,T4,gora-sandyk-kaya,266,0,"Гора Сандык-Кая",
44,T4,po-mestam-sily-sokrashhennyj,265,0,"Тур по энергетическим местам силы в Крыму",
